id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,url_user,place
ChZDSUhNMG9nS0VJQ0FnSUNlODhXdUNREAE,"Menyempatkan diri untuk mampir ke area BKB (benteng kuto besak) yang merupakan salah satu obyek wisata di kota palembang. Berada di pinggiran sungai musi dan dekat sekali dengan area jembatan ampera.  Jadi satu kali parkir, kita bisa berjalan ke jembatan ampera, lalu ke BKB, masjid sultan mahmud, patung ikan belida dan area taman yang banyak sekali orang berjualan makanan..di salah satu sudut tamannya juga ada kios penjual kopi binaan dari BI, yg lokasinya dekat sama museum kerajaan sriwijaya.  Ada juga tempat makan terapung disini lho..bolehlah kalau pas ke palembang mampir ke obyek wisata sejarah di area ini.",a year ago,2023-12-09 15:16:43,5,Shofia Musfita Sari,52,https://www.google.com/maps/contrib/100671549581945054525/reviews?hl=en,benteng kuto besak
ChZDSUhNMG9nS0VJQ0FnSURKdk9leGFBEAE,Weekend gateway untuk keluarga. Banyak tempat bermain untuk anak dan jajanan keluarga khas Palembang.,4 months ago,2023-12-09 15:16:49,5,Eru Rengga Patra,25,https://www.google.com/maps/contrib/102369234776127260832/reviews?hl=en,benteng kuto besak
ChZDSUhNMG9nS0VJQ0FnSUM1LS1mX1lBEAE,Singgah di sini sekitar jam 15.30 Masih agak sepi pengunjung.,a month ago,2023-12-09 15:16:49,4,Satu Hati,31,https://www.google.com/maps/contrib/111736886213817940707/reviews?hl=en,benteng kuto besak
ChZDSUhNMG9nS0VJQ0FnSURGbXJleVhBEAE,"Rekomendasi tempat yang harus dikunjungi di kota Palembang. Lokasinya berada di tepi jembatan Ampera. Sore hingga malam hari banyak penjual makanan, aksesoris, ada sewa mobil aki untuk anak-anak, dan sewa sepeda listrik.",a month ago,2023-12-09 15:16:49,5,Bunda Davi,20,https://www.google.com/maps/contrib/117568539316402900731/reviews?hl=en,benteng kuto besak
ChdDSUhNMG9nS0VJQ0FnSUNsd1pTNG1RRRAB,"Alhamdulillah,,, jauh² dari Surabaya bisa mampir ke benteng Kuto besak Palembang Walaupun sebentar dimalam hari terasa sedikit bergidik dengan temaram lampunya tapi tenang gak Se angker yang dipikirkan karena didepan terdapat pasar malam disepanjang pinggir sungai Musi 🤭🤭🙄🙏",2 weeks ago,2023-12-09 15:16:49,3,Nur Rahman,263,https://www.google.com/maps/contrib/116822807234237766528/reviews?hl=en,benteng kuto besak
ChdDSUhNMG9nS0VJQ0FnSUQyX3NUd3NRRRAB,Benteng Kuto Besak Kategori : tempat bersejarah yang juga menjadi tempat rekreasi. Dari tempat ini kita dapat melihat jembatan Ampera yang merupakan ciri khas kota Palembang. Dari sini juga kita dapat menyewa kapal untuk menyebrang ke Pulau Kemaro. Saat hari libur di taman depan Benteng menjadi arena permainan anak anak. Salah satu tempat yang harus dikunjungi saat berada di kota Palembang.,a year ago,2023-12-09 15:16:49,5,Shizuka Can,125,https://www.google.com/maps/contrib/104498160507423454953/reviews?hl=en,benteng kuto besak
ChZDSUhNMG9nS0VJQ0FnSUNSeE1tOUh3EAE,"Ahhh kangen bgt sm suasana BkB, kalau pagi hari dan bukan weekend sepi bgt tp enak suasana, dan kalo malem hari rame dan kayak pasar mlm, hehehe",8 months ago,2023-12-09 15:16:49,5,Vrily Ferdina,83,https://www.google.com/maps/contrib/116254504755999504029/reviews?hl=en,benteng kuto besak
ChZDSUhNMG9nS0VJQ0FnSURHbVBQR2ZBEAE,"In: Kuto besak dapat dikatakan sebagai alun-alun, karena menjadi icon rekreasi masyarakat Palembang. Landmarks nya sendiri hanya sebatas tembok besar dan Gapura, kita tidak dapat masuk ke dalamnya karena sekarang di fungsikan sebagai markas TNI.  Di pelataran luas kalian dapat menikmati pemandangan sungai Musi dan Icon kota Palembang dari dekat yaitu jembatan Ampera, sangat bagus mengambil gambar dengan latar jembatan Ampera dari lokasi ini. Selain itu banyak juga pedagang mainan dan rekreasi jalanan. Banyak pilihan Street food khas Palembang seperti Mie dan pempek. Di saat sore ke malam hari, tempat ini ramai dikunjungi warga. Sebagai Orang dari kota besar di Jawa Barat, mungkin kurang dapat menikmati nya.  En: Kuto Besak can be said to be a square, because it became the icon of the recreational community of Palembang. The landmarks themselves are only big walls and gate, we cannot enter it because they are currently functioning as the TNI headquarters. In the extensive courtyard you can enjoy the view of the Musi River and the Palembang city icon from close, the Ampera bridge, it is very good to take pictures with the background of the Ampera bridge from this location. Besides that many of the toy and recreational traders are also. Lots of typical Palembang Street Food choices such as noodles and pempek. In the afternoon to night, this place is crowded with residents. As people from big cities in West Java, may not be able to enjoy it.",2 years ago,2023-12-09 15:16:49,3,Fakhrul Alexson,122,https://www.google.com/maps/contrib/101752905096480148586/reviews?hl=en,benteng kuto besak
ChZDSUhNMG9nS0VJQ0FnSURldnAtVkpnEAE,"kemaren ngajakin saudara dari lampung ke BKB Ya Ampun,  bener2 bikin kesel ya..  Baru duduk dah rame pengamen dateng, bukan cm 1 atau 2 Kali..  Tapi berkali2,  mana maksa terus sampe ngikutin, Kan jadi risih.  Untung masih bisa foto kenang2an",a year ago,2023-12-09 15:16:49,4,Desy Ariyani,33,https://www.google.com/maps/contrib/112294880012673015170/reviews?hl=en,benteng kuto besak
ChZDSUhNMG9nS0VJQ0FnSUNaaC11c1F3EAE,"Seharusnya area benteng, river side view, taman ampera, museum istana SMB dan plaza bs menjadi magnet menarik bagi wisatawan. Apalagi ini spot terbaik menikmati jembatan Ampera dan sungai musi..everytime  Namun semua dirusak dari awal oleh pengelolaan parkir yg SANGAT BURUK. Jangan lewat depan RS AK Gani. Ga tau preman yg tdk tau diri gt kenapa kok tdk di tegur oleh pihak keamanan atau pemerintah.  Semoga spot indah begini bs dimaksimalkan pemkot/ pemprov menjadi wisata terintegrasi😊  Saran org2 katanya masuk lewat depan kantor walikota.  Kebersihan kurang, lampu kurang, pengamen rasa preman. Intinya tdk terkelola dgn baik sebuah tempat potensial begini.",2 months ago,2023-12-09 15:16:49,2,Teguh Setyawan,209,https://www.google.com/maps/contrib/111058010642862326632/reviews?hl=en,benteng kuto besak
ChZDSUhNMG9nS0VJQ0FnSUQ2OXAtdE1BEAE,"Menurut saya ini tempat terbaik untuk melihat Jembatan Ampera. Jika mau foto, saran saya, pergi saja ke belakang KFC. Bisa dapet view yang sama, dengan jembatan terlihat lebih besar. Trus lebih sepi.  Kalo bawa kendaraan ke sini, parkir aja di dalam area, ambil karcis resmi. Ga usah di luar. Saat di dalam dan mau keluar, ada ""tukang parkir"" yang mengarahkan, ga usah dikasi uang. Bayar parkir tetap di pintu keluar ke petugas yang resmi.  Saya ditawari naik Ketek ke Pulau Kemaro seharga Rp250.000 pulang pergi. Tapi bisa di nego. Karna saya gak berniat ke sana, jadi gak nego. Saya rasa tarif ini masih tinggi. Saya ga tau tarif normalnya berapa. Tergantung negosiasi.  Overall, ini tempat wajib singgah untuk yang baru pertama kali ke Palembang.",2 years ago,2023-12-09 15:16:49,5,Dedy Ong,90,https://www.google.com/maps/contrib/100982670911859620007/reviews?hl=en,benteng kuto besak
ChZDSUhNMG9nS0VJQ0FnSUNsc2MtVUlnEAE,"Kawasan heritage palembang. Mohon tingkatkan kebersihan area., keamanan area wisata. Banyak yg jualan buat becek2 kotor tolong pemkot sentil biar bersih dan teratur.",2 weeks ago,2023-12-09 15:16:56,5,Rahmad Salim,86,https://www.google.com/maps/contrib/111352692878324300295/reviews?hl=en,benteng kuto besak
ChdDSUhNMG9nS0VJQ0FnSUNBOWM3b3lRRRAB,"Benteng Kuto Besak atau yang lebih sering disebut dengan BKB berada tepat di pinggir Sungai Musi. Jadi,  dari pelataran BKB ini kita bisa menikmati semilir angin, riak ombak sungai, dan megahnya Jembatan. Dulu di BKB ini selalu ramai setiap sore,  tidak perlu hari weekend karena di pelatarannya terdapat para penjual Mie Tek-Tek juga banyak penyewaan sepeda tali memang karena ramai kondisinya agak semrawut. Kini pedagang mie dan tempat penyewaan sepeda skuter dipindahkan disisi samping benteng,  bukan lagi di pelataran Benteng jadi kondisinya sudah lumayan rapi sekarang. Ada tulisan Palembang di pinggir sungai,  ada pula patung/tugu yang menjadi icon kota Palembang yaitu Tugu Iwak Belido. Untuk sistem parkiran sampai sekarang belum ada tempat dan biaya resmi,  karena kalau parkir di luar-luar masih ada beberapa tukang parkir yng nakal meminta biayanya lebih dari yang seharusnya. Sudah disediakan WC Umum juga mushola disekitarny,  namun kualitas wc nya dibawah rata-rata. Masih ada beberapa pengamen yang padahal tidak mengamen(bernyanyi) dengan baik,  tetapi meminta paksa diberi uang. Masih banyak yang perlu di tingkatkan dari segi keamanan dan kenyamanan disini. Dan untuk yang mau berfoto mengabadikan momennya namun lupa bawa hape atau kamera,  atau hanya sekedar ingin membantu meringankan beban orang lain,  kita bisa berfoto dengan bapak-bapak yang biasanya menyediakn jasa foto kilat langsung jadi.  Tarifnya hanya 15.000 per foto.",5 years ago,2023-12-09 15:16:56,5,by faradilla,115,https://www.google.com/maps/contrib/115422857441741780452/reviews?hl=en,benteng kuto besak
ChZDSUhNMG9nS0VJQ0FnSURxNU43M0FREAE,Sedikit Nyaman sih.. karena tidak banyak orang berjualan..jadi enak dibuat foto2 latar belakang ampera..tp masih banyak pengamen yang harus ditertibkan,7 months ago,2023-12-09 15:16:56,5,Amandini Pertiwi,230,https://www.google.com/maps/contrib/111188356507550984590/reviews?hl=en,benteng kuto besak
ChdDSUhNMG9nS0VJQ0FnSURCNzkzQnJBRRAB,"Mengisi waktu weekend di BKB,,, Santai yg pastinya,,, banyak permainan untuk anak2,,, Banyak yg jualan.... Sambil lihat sungai musi.... Mantaaaappp . . . . 👍👍👍",10 months ago,2023-12-09 15:16:56,5,Heru F.S,61,https://www.google.com/maps/contrib/110263626733951378935/reviews?hl=en,benteng kuto besak
ChZDSUhNMG9nS0VJQ0FnSUNKNDVPM1pBEAE,Best view sungai musi jembatan ampera,5 months ago,2023-12-09 15:16:56,4,Firdaus Ataka Faza,149,https://www.google.com/maps/contrib/114738613998175486912/reviews?hl=en,benteng kuto besak
ChdDSUhNMG9nS0VJQ0FnSUR5dHB2SWpnRRAB,"Situs sejarah yang bagus dan kini dialihfungsikan abg markas Kodim. Hanya saja lokasi yg cukup strategis ini kurang dimanfaatkan dan dirawat sungguh-sungguh sbg obyek wisata yang menarik. Seperti penyediaan tempat duduk ala pinggiran sungai, lampu-lampu cantik dan mungkin wahana lain. Sangat disayangkan. Padahal dr sini terlihat pemandangan jembatan Ampera yang cantik",2 years ago,2023-12-09 15:16:56,4,Annisa Nuril,59,https://www.google.com/maps/contrib/114504887455540417397/reviews?hl=en,benteng kuto besak
ChdDSUhNMG9nS0VJQ0FnSURaNGJPaG1nRRAB,"Kalau mau masuk sebaiknya lewat jalan samping walikota jangan dari RS aka gani pokoknya jangan, pengamennya rasa preman kalau dikasih nanti yang lain muncul lagi bnyk banget gak dikasih kadang pasang muka seram, perna lagi duduk dipinggir sungai ada pengamen dateng buat ngamen terus pergi gak lama lagi pengamen yang sama datang lagi, satu lagi ada tempat pembuatan tato emperan sebaiknya jangan gegabah kalau gak bawak duit banyak bisa"" Jual HP disana",2 months ago,2023-12-09 15:16:56,1,Sugeng Hasiholan,1,https://www.google.com/maps/contrib/112579682385561201700/reviews?hl=en,benteng kuto besak
ChZDSUhNMG9nS0VJQ0FnSUQyNHFmeEJBEAE,"Di sini ajang muda mudi kumpul dan  family time. Tempatnya dekat aliran Sungai Musi, byk permainan , kuliner khas Palembang dan cindera mata. Kalau ke sini enaknya sore atau mlm karena suasananya adem dan dingin. Ada shot foto yg menghadap langsung dg ikonnya Palembang yaitu jembatan ampera, ada jg patung iwak belido dan Benteng Kuto Besak. Ada kapal terapung jika pengunjung mau makan di sini. Jika pengunjung mau keliling sungai atau melihat pulau kemarau bisa menyewa ketek atau spead boat dan bisa tawar menawar. Untuk pengunjung tetap waspada ya dan harap jaga kebersihan utk mewujudkan kota Palembang BARI (Bersih, Aman, Rapi dan Indah).",a year ago,2023-12-09 15:16:56,5,Endang Palupi,810,https://www.google.com/maps/contrib/104684229745789741151/reviews?hl=en,benteng kuto besak
ChdDSUhNMG9nS0VJQ0FnSURwaTQ2a2pnRRAB,"Benteng pertahanan yang menghadap sungai Musi langsung. Sekarang letaknya di pusat kota banget. Ke Ampera dekat, pasar 16 Ilir dekat, masjid Agung dekat, museum dekat, Monpera, kantor pos dekat, hotel dekat. Sehingga kalau ada acara yang menghadirkan banyak massa disinilah tempatnya. Mau kampanye, tabligh Akbar atau konser, pun acara tahun baru, tempat ini penuh dengan manusia. Tapi harus ekstra hati-hati, karena ini Palembang. Tingkat kriminalnya tinggi.",3 months ago,2023-12-09 15:16:56,4,Zurrahmah,198,https://www.google.com/maps/contrib/108420814512162466138/reviews?hl=en,benteng kuto besak
ChdDSUhNMG9nS0VJQ0FnSURsN3ZmVGh3RRAB,Tempat ny bgus di pinggir sungai dengan pemandangan jmbtn ampera Tp syg skli bnyk pengamen nya,a week ago,2023-12-09 15:16:56,4,johan qren,0,https://www.google.com/maps/contrib/110208709191805510877/reviews?hl=en,benteng kuto besak
ChZDSUhNMG9nS0VJQ0FnSUNKbXNTZ1FREAE,A good place to take photos of the Ampera bridge 👍. Crowded in the weekends. …,5 months ago,2023-12-09 15:17:03,4,Constantia I. Manembu,20,https://www.google.com/maps/contrib/106194649437526859811/reviews?hl=en,benteng kuto besak
ChZDSUhNMG9nS0VJQ0FnSUNJNTVQYmV3EAE,"Tempatnya luas, bersih, sejuk, view nya bagus. Asik buat santai keluarga dan rekan rekan kerja. Banyak yang jual souvenir dan makanan juga. Spot foto nya bagus. Parkiran luas, masuk dari RS A.K Gani ada portal parkir. Mau makan di warung perahu juga bisa, bisa menikmati makan di atas sungai musi dengan menu khas palembang dan sekitarnya.",4 years ago,2023-12-09 15:17:03,5,Hasiah Aas,113,https://www.google.com/maps/contrib/110130853041021294917/reviews?hl=en,benteng kuto besak
ChZDSUhNMG9nS0VJQ0FnSURabnFHUFFREAE,"Sy datang sore jam 17.00 an ,Baru duduk sebentar udah banyak pengamen datang silih berganti ,jadi ganggu sekali .mendingan pulang.",2 months ago,2023-12-09 15:17:03,1,Kang,84,https://www.google.com/maps/contrib/110671472521329754379/reviews?hl=en,benteng kuto besak
ChdDSUhNMG9nS0VJQ0FnSURJMlpycHZRRRAB,"Latar jembatan ampera ditepian sungai musi, di foto dr belakang benteng kuto besak..sangat bagus apalagi menjelang sore hari, nampak jelas aktivitas hilir mudik boat..dan patung iwak belido raksasa menghadap musi..",4 years ago,2023-12-09 15:17:03,5,Gun Gun Gunawan,22,https://www.google.com/maps/contrib/101679509166098868901/reviews?hl=en,benteng kuto besak
ChRDSUhNMG9nS0VJQ0FnSUNCOXBrbRAB,Benteng nya orang Palembang Terletak di pinggir sungai Musi Palembang Dan dekat dengan jembatan Ampera  Merupakan icon khas Palembang yang populer untuk di jadikan spot foto  Di lokasi ini banyak juga spot untuk berfoto yaaa,11 months ago,2023-12-09 15:17:03,4,dulur BAMS,95,https://www.google.com/maps/contrib/111969130353863633299/reviews?hl=en,benteng kuto besak
ChZDSUhNMG9nS0VJQ0FnSURJNHZhSlVnEAE,"Salah satu tempat rekreasi.. dimana kita bisa foto2 deket sungai musi. Selain foto2 di tempat ini juga ada banyak jajanan2 khas palembang seperti mie tektek.. malah jika sehabis hari raya seperti lebaran misalnya, tempat ini sudah seperti pasar dadakan dimana akan ada banyak orang berjualan macam-macam.. mulai dari pernak pernik, pakaian, jajanan sampai ada hiburan rumah hantu..",4 years ago,2023-12-09 15:17:03,5,Muthiah Fildzah Noverli,160,https://www.google.com/maps/contrib/117962188221627745000/reviews?hl=en,benteng kuto besak
ChdDSUhNMG9nS0VJQ0FnSUNzODZITS1nRRAB,"Tempat yang membuat kita tidak akan melupakan kota Palembang, semua lansekap tertangkap disini, jembatan Ampera yang gagah juga terlihat jelas. Areanya luas bisa bawa sanak familly. Untuk seorng solo traveller tempat ini juga lumayan bersahabat, kurang bisa eksplor sih karena di dlam sudah jadi markas TNI. Jadi agak segan.",3 years ago,2023-12-09 15:17:03,5,Mewarnai Indonesia,303,https://www.google.com/maps/contrib/114292629627995629748/reviews?hl=en,benteng kuto besak
ChdDSUhNMG9nS0VJQ0FnSUNRdUw2Mm13RRAB,"Paalembang terus berbenah untuk menyambut ASEAN GAMES 2018 yang akan di adakan di jakarta dan palembang. BKB sebagai salah satu Icon palembang tak luput dari perhatian pemerintah, untuk diperbaiki. Sekarang sudah ada icon baru di BKB, yaitu tugu iwak belido yang memancarkan air ke sungai musi. Parkiran juga sudah di rapikan sesuai tempatnya. Untuk fasilitas umum di sekitaran BKB sudah di sediakan seperti wc umum dan musolah, namun masih jauh dibawa standart untuk di gunakan ketika even besar akan di adakan di palembang. Disekitaran BKB ada dermaga point dimana disana disediakan toilet yang luas dan cukup nyaman, jadi pengunjung BKB bisa menggunakan fasilitas umum di dermaga point bila merasa kurang nyaman untuk.menggunakan toilet umum di sekitaran BKB.",5 years ago,2023-12-09 15:17:03,4,Mei Gumay,133,https://www.google.com/maps/contrib/114687518315043827314/reviews?hl=en,benteng kuto besak
ChdDSUhNMG9nS0VJQ0FnSURKcnYzNDZRRRAB,Saya datang malam. Sayangnya banyak yg jualan disana. Sepertinya kumuh. Gak teratur. Mau foto dengan latar belakang Ampera tertutup oleh yg jualan. Harusnya ad space buat pengunjung berfoto. Sampah sampah juga.,4 months ago,2023-12-09 15:17:03,4,Eddy Japar,95,https://www.google.com/maps/contrib/113624741159337862787/reviews?hl=en,benteng kuto besak
